sales_id,sale_date,product_id,product_name,unit_selling_price (after_discount),qty,sub_total,discounted_amount
1,2013-07-25,957,Diamondback Women's Serene Classic Comfort Bi,249.98,1,249.98,49.99
2,2013-07-25,1073,Pelican Sunstream 100 Kayak,169.99,1,169.99,30.0
3,2013-07-25,502,Nike Men's Dri-FIT Victory Golf Polo,37.5,5,187.5,62.5
4,2013-07-25,403,Nike Men's CJ Elite 2 TD Football Cleat,113.99,1,113.99,16.0
5,2013-07-25,897,Team Golf New England Patriots Putter Grip,22.49,2,44.98,5.0
6,2013-07-25,365,Perfect Fitness Perfect Rip Deck,45.99,5,229.95,70.0
7,2013-07-25,502,Nike Men's Dri-FIT Victory Golf Polo,42.5,3,127.5,22.5
8,2013-07-25,1014,O'Brien Men's Neoprene Life Vest,39.98,4,159.92,40.0
9,2013-07-25,957,Diamondback Women's Serene Classic Comfort Bi,249.98,1,249.98,49.99
10,2013-07-25,365,Perfect Fitness Perfect Rip Deck,45.99,5,229.95,70.0
11,2013-07-25,1014,O'Brien Men's Neoprene Life Vest,44.98,2,89.96,10.0
12,2013-07-25,957,Diamondback Women's Serene Classic Comfort Bi,249.98,1,249.98,49.99
13,2013-07-25,403,Nike Men's CJ Elite 2 TD Football Cleat,113.99,1,113.99,16.0
14,2013-07-25,1073,Pelican Sunstream 100 Kayak,169.99,1,169.99,30.0
15,2013-07-25,957,Diamondback Women's Serene Classic Comfort Bi,249.98,1,249.98,49.99
16,2013-07-25,926,Glove It Imperial Golf Towel,10.19,5,50.95,29.0
17,2013-07-25,365,Perfect Fitness Perfect Rip Deck,50.99,3,152.97,27.0
18,2013-07-25,365,Perfect Fitness Perfect Rip Deck,45.99,5,229.95,70.0
19,2013-07-25,1014,O'Brien Men's Neoprene Life Vest,39.98,4,159.92,40.0
20,2013-07-25,502,Nike Men's Dri-FIT Victory Golf Polo,52.5,1,52.5,-2.5
21,2013-07-25,191,Nike Men's Free 5.0+ Running Shoe,84.99,2,169.98,30.0
22,2013-07-25,1073,Pelican Sunstream 100 Kayak,169.99,1,169.99,30.0
23,2013-07-25,1073,Pelican Sunstream 100 Kayak,169.99,1,169.99,30.0
24,2013-07-25,1073,Pelican Sunstream 100 Kayak,169.99,1,169.99,30.0
25,2013-07-25,1014,O'Brien Men's Neoprene Life Vest,44.98,2,89.96,10.0
26,2013-07-25,403,Nike Men's CJ Elite 2 TD Football Cleat,113.99,1,113.99,16.0
27,2013-07-25,917,Glove It Women's Mod Oval 3-Zip Carry All Gol,29.79,1,29.79,-7.8
28,2013-07-25,1073,Pelican Sunstream 100 Kayak,169.99,1,169.99,30.0
29,2013-07-25,365,Perfect Fitness Perfect Rip Deck,60.99,1,60.99,-1.0
30,2013-07-25,627,Under Armour Girls' Toddler Spine Surge Runni,30.99,4,123.96,36.0
31,2013-07-25,1014,O'Brien Men's Neoprene Life Vest,54.98,1,54.98,-5.0
32,2013-07-25,191,Nike Men's Free 5.0+ Running Shoe,79.99,4,319.96,80.0
33,2013-07-25,1014,O'Brien Men's Neoprene Life Vest,39.98,5,199.9,50.0
