sales_id,sale_date,product_id,product_name,unit_selling_price (after_discount),qty,sub_total,discounted_amount
117301,2014-12-05,1014,O'Brien Men's Neoprene Life Vest,44.98,3,134.94,15.0
117302,2014-12-05,1073,Pelican Sunstream 100 Kayak,169.99,1,169.99,30.0
117303,2014-12-05,191,Nike Men's Free 5.0+ Running Shoe,84.99,2,169.98,30.0
117304,2014-12-05,1073,Pelican Sunstream 100 Kayak,169.99,1,169.99,30.0
117305,2014-12-05,1014,O'Brien Men's Neoprene Life Vest,39.98,5,199.9,50.0
117306,2014-12-05,627,Under Armour Girls' Toddler Spine Surge Runni,30.99,4,123.96,36.0
117307,2014-12-05,191,Nike Men's Free 5.0+ Running Shoe,84.99,3,254.97,45.0
117308,2014-12-05,565,adidas Youth Germany Black/Red Away Match Soc,54.5,4,218.0,62.0
117309,2014-12-05,1004,Field & Stream Sportsman 16 Gun Fire Safe,329.98,1,329.98,70.0
117310,2014-12-05,778,Bag Boy Beverage Holder,22.49,2,44.98,5.0
117311,2014-12-05,365,Perfect Fitness Perfect Rip Deck,45.99,4,183.96,56.0
117312,2014-12-05,1014,O'Brien Men's Neoprene Life Vest,44.98,3,134.94,15.0
117313,2014-12-05,403,Nike Men's CJ Elite 2 TD Football Cleat,113.99,1,113.99,16.0
117314,2014-12-05,893,Team Golf Pittsburgh Steelers Putter Grip,22.49,3,67.47,7.5
117315,2014-12-05,365,Perfect Fitness Perfect Rip Deck,50.99,2,101.98,18.0
117316,2014-12-05,957,Diamondback Women's Serene Classic Comfort Bi,249.98,1,249.98,49.99
117317,2014-12-05,957,Diamondback Women's Serene Classic Comfort Bi,249.98,1,249.98,49.99
117318,2014-12-05,191,Nike Men's Free 5.0+ Running Shoe,94.99,1,94.99,5.0
117319,2014-12-05,365,Perfect Fitness Perfect Rip Deck,50.99,2,101.98,18.0
117320,2014-12-05,627,Under Armour Girls' Toddler Spine Surge Runni,45.99,1,45.99,-6.0
117321,2014-12-05,403,Nike Men's CJ Elite 2 TD Football Cleat,113.99,1,113.99,16.0
117322,2014-12-05,627,Under Armour Girls' Toddler Spine Surge Runni,35.99,3,107.97,12.0
117323,2014-12-05,502,Nike Men's Dri-FIT Victory Golf Polo,42.5,2,85.0,15.0
117324,2014-12-05,957,Diamondback Women's Serene Classic Comfort Bi,249.98,1,249.98,49.99
117325,2014-12-05,1004,Field & Stream Sportsman 16 Gun Fire Safe,329.98,1,329.98,70.0
117326,2014-12-05,906,Team Golf Tennessee Volunteers Putter Grip,17.49,4,69.96,30.0
117327,2014-12-05,1014,O'Brien Men's Neoprene Life Vest,54.98,1,54.98,-5.0
117328,2014-12-05,1014,O'Brien Men's Neoprene Life Vest,44.98,3,134.94,15.0
117329,2014-12-05,502,Nike Men's Dri-FIT Victory Golf Polo,37.5,4,150.0,50.0
117330,2014-12-05,957,Diamondback Women's Serene Classic Comfort Bi,249.98,1,249.98,49.99
117331,2014-12-05,1004,Field & Stream Sportsman 16 Gun Fire Safe,329.98,1,329.98,70.0
117332,2014-12-05,957,Diamondback Women's Serene Classic Comfort Bi,249.98,1,249.98,49.99
117333,2014-12-05,1014,O'Brien Men's Neoprene Life Vest,39.98,4,159.92,40.0
117334,2014-12-05,502,Nike Men's Dri-FIT Victory Golf Polo,52.5,1,52.5,-2.5
117335,2014-12-05,1014,O'Brien Men's Neoprene Life Vest,39.98,5,199.9,50.0
117336,2014-12-05,642,Columbia Men's PFG Anchor Tough T-Shirt,27.0,3,81.0,9.0
117337,2014-12-05,403,Nike Men's CJ Elite 2 TD Football Cleat,113.99,1,113.99,16.0
117338,2014-12-05,403,Nike Men's CJ Elite 2 TD Football Cleat,113.99,1,113.99,16.0
117339,2014-12-05,627,Under Armour Girls' Toddler Spine Surge Runni,35.99,3,107.97,12.0
117340,2014-12-05,191,Nike Men's Free 5.0+ Running Shoe,84.99,3,254.97,45.0
117341,2014-12-05,403,Nike Men's CJ Elite 2 TD Football Cleat,113.99,1,113.99,16.0
117342,2014-12-05,792,Hirzl Men's Hybrid Golf Glove,24.24,1,24.24,-9.25
117343,2014-12-05,957,Diamondback Women's Serene Classic Comfort Bi,249.98,1,249.98,49.99
117344,2014-12-05,1014,O'Brien Men's Neoprene Life Vest,39.98,4,159.92,40.0
117345,2014-12-05,627,Under Armour Girls' Toddler Spine Surge Runni,45.99,1,45.99,-6.0
117346,2014-12-05,191,Nike Men's Free 5.0+ Running Shoe,79.99,5,399.95,100.0
117347,2014-12-05,403,Nike Men's CJ Elite 2 TD Football Cleat,113.99,1,113.99,16.0
117348,2014-12-05,1073,Pelican Sunstream 100 Kayak,169.99,1,169.99,30.0
