sales_id,sale_date,product_id,product_name,unit_selling_price (after_discount),qty,sub_total,discounted_amount
105697,2014-12-04,191,Nike Men's Free 5.0+ Running Shoe,79.99,5,399.95,100.0
105698,2014-12-04,1004,Field & Stream Sportsman 16 Gun Fire Safe,329.98,1,329.98,70.0
105699,2014-12-04,403,Nike Men's CJ Elite 2 TD Football Cleat,113.99,1,113.99,16.0
105700,2014-12-04,1073,Pelican Sunstream 100 Kayak,169.99,1,169.99,30.0
105701,2014-12-04,365,Perfect Fitness Perfect Rip Deck,50.99,3,152.97,27.0
105702,2014-12-04,502,Nike Men's Dri-FIT Victory Golf Polo,42.5,3,127.5,22.5
105703,2014-12-04,365,Perfect Fitness Perfect Rip Deck,45.99,4,183.96,56.0
105704,2014-12-04,365,Perfect Fitness Perfect Rip Deck,45.99,5,229.95,70.0
105705,2014-12-04,403,Nike Men's CJ Elite 2 TD Football Cleat,113.99,1,113.99,16.0
105706,2014-12-04,797,Hirzl Women's Soffft Flex Golf Glove,27.09,1,27.09,-9.1
105707,2014-12-04,365,Perfect Fitness Perfect Rip Deck,45.99,5,229.95,70.0
105708,2014-12-04,365,Perfect Fitness Perfect Rip Deck,50.99,3,152.97,27.0
105709,2014-12-04,403,Nike Men's CJ Elite 2 TD Football Cleat,113.99,1,113.99,16.0
105710,2014-12-04,502,Nike Men's Dri-FIT Victory Golf Polo,52.5,1,52.5,-2.5
105711,2014-12-04,1014,O'Brien Men's Neoprene Life Vest,44.98,3,134.94,15.0
105712,2014-12-04,93,Under Armour Men's Tech II T-Shirt,22.49,3,67.47,7.5
105713,2014-12-04,957,Diamondback Women's Serene Classic Comfort Bi,249.98,1,249.98,49.99
105714,2014-12-04,191,Nike Men's Free 5.0+ Running Shoe,84.99,3,254.97,45.0
105715,2014-12-04,1014,O'Brien Men's Neoprene Life Vest,44.98,3,134.94,15.0
105716,2014-12-04,191,Nike Men's Free 5.0+ Running Shoe,84.99,2,169.98,30.0
105717,2014-12-04,191,Nike Men's Free 5.0+ Running Shoe,84.99,2,169.98,30.0
105718,2014-12-04,403,Nike Men's CJ Elite 2 TD Football Cleat,113.99,1,113.99,16.0
