sales_id,sale_date,product_id,product_name,unit_selling_price (after_discount),qty,sub_total,discounted_amount
93127,2014-12-03,502,Nike Men's Dri-FIT Victory Golf Polo,37.5,5,187.5,62.5
93128,2014-12-03,365,Perfect Fitness Perfect Rip Deck,60.99,1,60.99,-1.0
93129,2014-12-03,403,Nike Men's CJ Elite 2 TD Football Cleat,113.99,1,113.99,16.0
93130,2014-12-03,502,Nike Men's Dri-FIT Victory Golf Polo,52.5,1,52.5,-2.5
93131,2014-12-03,957,Diamondback Women's Serene Classic Comfort Bi,249.98,1,249.98,49.99
93132,2014-12-03,116,Nike Men's Comfort 2 Slide,40.49,2,80.98,9.0
93133,2014-12-03,1014,O'Brien Men's Neoprene Life Vest,39.98,5,199.9,50.0
93134,2014-12-03,403,Nike Men's CJ Elite 2 TD Football Cleat,113.99,1,113.99,16.0
93135,2014-12-03,703,Top Flite Women's 2014 XL Hybrid,28.99,1,28.99,-9.0
93136,2014-12-03,835,Bridgestone e6 Straight Distance NFL Carolina,23.79,5,118.95,41.0
93137,2014-12-03,403,Nike Men's CJ Elite 2 TD Football Cleat,113.99,1,113.99,16.0
93138,2014-12-03,365,Perfect Fitness Perfect Rip Deck,45.99,4,183.96,56.0
93139,2014-12-03,403,Nike Men's CJ Elite 2 TD Football Cleat,113.99,1,113.99,16.0
93140,2014-12-03,282,Under Armour Women's Ignite PIP VI Slide,28.79,2,57.58,6.4
93141,2014-12-03,957,Diamondback Women's Serene Classic Comfort Bi,249.98,1,249.98,49.99
93142,2014-12-03,957,Diamondback Women's Serene Classic Comfort Bi,249.98,1,249.98,49.99
93143,2014-12-03,365,Perfect Fitness Perfect Rip Deck,50.99,3,152.97,27.0
93144,2014-12-03,1004,Field & Stream Sportsman 16 Gun Fire Safe,329.98,1,329.98,70.0
93145,2014-12-03,1014,O'Brien Men's Neoprene Life Vest,54.98,1,54.98,-5.0
93146,2014-12-03,1004,Field & Stream Sportsman 16 Gun Fire Safe,329.98,1,329.98,70.0
93147,2014-12-03,1004,Field & Stream Sportsman 16 Gun Fire Safe,329.98,1,329.98,70.0
93148,2014-12-03,403,Nike Men's CJ Elite 2 TD Football Cleat,113.99,1,113.99,16.0
93149,2014-12-03,1014,O'Brien Men's Neoprene Life Vest,39.98,5,199.9,50.0
93150,2014-12-03,957,Diamondback Women's Serene Classic Comfort Bi,249.98,1,249.98,49.99
93151,2014-12-03,502,Nike Men's Dri-FIT Victory Golf Polo,42.5,3,127.5,22.5
93152,2014-12-03,1073,Pelican Sunstream 100 Kayak,169.99,1,169.99,30.0
93153,2014-12-03,627,Under Armour Girls' Toddler Spine Surge Runni,45.99,1,45.99,-6.0
93154,2014-12-03,403,Nike Men's CJ Elite 2 TD Football Cleat,113.99,1,113.99,16.0
93155,2014-12-03,403,Nike Men's CJ Elite 2 TD Football Cleat,113.99,1,113.99,16.0
93156,2014-12-03,403,Nike Men's CJ Elite 2 TD Football Cleat,113.99,1,113.99,16.0
93157,2014-12-03,957,Diamondback Women's Serene Classic Comfort Bi,249.98,1,249.98,49.99
93158,2014-12-03,1073,Pelican Sunstream 100 Kayak,169.99,1,169.99,30.0
93159,2014-12-03,403,Nike Men's CJ Elite 2 TD Football Cleat,113.99,1,113.99,16.0
93160,2014-12-03,885,Team Golf St. Louis Cardinals Putter Grip,32.489999999999995,1,32.49,-7.5
93161,2014-12-03,792,Hirzl Men's Hybrid Golf Glove,24.24,1,24.24,-9.25
93162,2014-12-03,897,Team Golf New England Patriots Putter Grip,17.49,4,69.96,30.0
93163,2014-12-03,917,Glove It Women's Mod Oval 3-Zip Carry All Gol,14.79,4,59.16,28.8
93164,2014-12-03,1014,O'Brien Men's Neoprene Life Vest,39.98,4,159.92,40.0
93165,2014-12-03,403,Nike Men's CJ Elite 2 TD Football Cleat,113.99,1,113.99,16.0
93166,2014-12-03,191,Nike Men's Free 5.0+ Running Shoe,79.99,4,319.96,80.0
93167,2014-12-03,502,Nike Men's Dri-FIT Victory Golf Polo,37.5,4,150.0,50.0
93168,2014-12-03,1014,O'Brien Men's Neoprene Life Vest,44.98,2,89.96,10.0
93169,2014-12-03,627,Under Armour Girls' Toddler Spine Surge Runni,30.99,4,123.96,36.0
93170,2014-12-03,1004,Field & Stream Sportsman 16 Gun Fire Safe,329.98,1,329.98,70.0
93171,2014-12-03,1014,O'Brien Men's Neoprene Life Vest,44.98,3,134.94,15.0
93172,2014-12-03,1004,Field & Stream Sportsman 16 Gun Fire Safe,329.98,1,329.98,70.0
93173,2014-12-03,502,Nike Men's Dri-FIT Victory Golf Polo,42.5,2,85.0,15.0
93174,2014-12-03,1014,O'Brien Men's Neoprene Life Vest,39.98,4,159.92,40.0
