sales_id,sale_date,product_id,product_name,unit_selling_price (after_discount),qty,sub_total,discounted_amount
128177,2014-12-06,957,Diamondback Women's Serene Classic Comfort Bi,249.98,1,249.98,49.99
128178,2014-12-06,1004,Field & Stream Sportsman 16 Gun Fire Safe,329.98,1,329.98,70.0
128179,2014-12-06,502,Nike Men's Dri-FIT Victory Golf Polo,42.5,2,85.0,15.0
128180,2014-12-06,365,Perfect Fitness Perfect Rip Deck,50.99,3,152.97,27.0
128181,2014-12-06,627,Under Armour Girls' Toddler Spine Surge Runni,35.99,3,107.97,12.0
128182,2014-12-06,403,Nike Men's CJ Elite 2 TD Football Cleat,113.99,1,113.99,16.0
128183,2014-12-06,191,Nike Men's Free 5.0+ Running Shoe,79.99,5,399.95,100.0
128184,2014-12-06,191,Nike Men's Free 5.0+ Running Shoe,84.99,2,169.98,30.0
128185,2014-12-06,1014,O'Brien Men's Neoprene Life Vest,39.98,5,199.9,50.0
128186,2014-12-06,1014,O'Brien Men's Neoprene Life Vest,54.98,1,54.98,-5.0
128187,2014-12-06,365,Perfect Fitness Perfect Rip Deck,60.99,1,60.99,-1.0
128188,2014-12-06,502,Nike Men's Dri-FIT Victory Golf Polo,42.5,3,127.5,22.5
128189,2014-12-06,627,Under Armour Girls' Toddler Spine Surge Runni,30.99,5,154.95,45.0
128190,2014-12-06,1014,O'Brien Men's Neoprene Life Vest,39.98,5,199.9,50.0
128191,2014-12-06,365,Perfect Fitness Perfect Rip Deck,50.99,2,101.98,18.0
128192,2014-12-06,116,Nike Men's Comfort 2 Slide,35.49,4,141.96,38.0
128193,2014-12-06,365,Perfect Fitness Perfect Rip Deck,60.99,1,60.99,-1.0
128194,2014-12-06,403,Nike Men's CJ Elite 2 TD Football Cleat,113.99,1,113.99,16.0
128195,2014-12-06,502,Nike Men's Dri-FIT Victory Golf Polo,42.5,2,85.0,15.0
128196,2014-12-06,1004,Field & Stream Sportsman 16 Gun Fire Safe,329.98,1,329.98,70.0
128197,2014-12-06,116,Nike Men's Comfort 2 Slide,35.49,4,141.96,38.0
